Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Summer 2022,,['Homewood Campus'],21,Decoding College Writing,"This course examines three broad types of writing students will encounter at and beyond Hopkins: narrative writing, analytical writing, and technical writing. Each has its own implications within the walls of JHU, from research papers to creative projects, but each will extend to the opportunities students pursue outside of academia. Above all, this course demystifies the idea that some writers just “have it” by decoding the processes that lead to great writing and building students’ confidence in written expression to carry forward into their studies and professional pursuits. (Only students in the Hop-In Program are permitted to enroll in this course.)","['AS Summer and Intersession Programs', 'AS Writing Program']",Krieger School of Arts and Sciences,3.00,
Summer 2022,,['Homewood Campus'],22,Decoding College Writing,"This course examines three broad types of writing students will encounter at and beyond Hopkins: narrative writing, analytical writing, and technical writing. Each has its own implications within the walls of JHU, from research papers to creative projects, but each will extend to the opportunities students pursue outside of academia. Above all, this course demystifies the idea that some writers just “have it” by decoding the processes that lead to great writing and building students’ confidence in written expression to carry forward into their studies and professional pursuits. (Only students in the Hop-In Program are permitted to enroll in this course.)","['AS Summer and Intersession Programs', 'AS Writing Program']",Krieger School of Arts and Sciences,3.00,
Summer 2022,,['Homewood Campus'],01,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],02,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],03,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],04,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],05,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],06,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],07,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],08,Summer Research,Summer research for doctoral students,['AS History of Art'],Krieger School of Arts and Sciences,0.00,
Summer 2022,,['Homewood Campus'],15,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2022,,['Homewood Campus'],16,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2022,,['Homewood Campus'],17,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2022,,['Homewood Campus'],70,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
